"immemor, -oris adj",unmindful-1,
"immensus, -a, -um (inmensus) adj",immense-2,
"immeritus, -a, -um adj",undeserved-1,
"immitto, immittere, immisi, immissum vb tr",to send against-1,
immo adv,nay rather-6,
"immobilis, -e adj",motionless-1,
"immolo, immolare, immolavi, immolatum vb tr",to sacrifice-2,
"immoror, immorari, immoratus vb dep",to delay-2,
"immortalis, -e adj",immortal-3,
"immortalitas, -atis n (f)",immortality-2,
"immundus, -a, -um adj",dirty-2,
"impavidus, -a, -um (inpavidus) adj",unafraid-1,
"impedimentum, -i n (n)",impediment-2,
"impedio, impedire, impedivi, impeditum vb tr",to impede-2,
"impello, impellere, impuli, impulsum vb tr",to push-2,
"impendo, impendere, impendi, impensum (inpendo) vb",to expend-3,
"imperator, -oris n (m)",emperor-21,
"imperatorius, -a, -um adj",imperial-1,
"imperatrix, -icis n (f)",empress-1,
imperfecte adv,imperfectly-2,
"imperfectus, -a, -um (inperfectus) adj",imperfect-3,
"imperialis, -e adj",imperial-2,
"imperiosus, -a, -um adj",imperious-1,
"imperitissimus, -a, -um adj",most unskilled-1,
"imperium, -ii n (n)",command-4: empire-3,
"impero, imperare, imperavi, imperatum vb tr and intr",to command (with dat)-1,
imperpetuum adv,s. v. perpetuus,
"impertio, impertire, impertivi, impertitum vb tr",to impart-1,
"impetro, impetrare, impetravi, impetratum vb tr",to obtain (by request)-5,
impetuose adv,impetuously-2,
"impetus, -us n (m)",attack-3,
"impingo, impingere, impegi, impactum vb tr",to strike-1,
"impinguatio, -onis (impinguacio) n (f)",fattening-1,
"impinguo, -are, impinguavi, impinguatum vb tr and tr",to fatten-2,
"impius, -a, -um adj",wicked-4,
"impleo, implere, implevi, impletum vb tr",to fill-3: to fulfill-2,
"impono, imponere, imposui, impositum (inpono) vb tr",to place (on)-5,
"importabilis, -e adj",unbearable-1,
"impos, -otis adj",not in control of (with gen)-1,
"impositio, -onis n (f)",laying on-1,
"impossibilis, -e adj",impossible-1,
"impotens, -entis adj",not in control of (with gen)-1,
"imprecor, imprecari, imprecatus vb dep",to pray (for)-1,
"impressio, -onis n (f)",impression-2,
"imprimis (inprimis, in primis) adv",especially-2: in the first place-3,
"improbo, -are, improbavi, improbatum (inprobo) vb tr",to disapprove-2,
34,,
improprie adv,improperly-1,
"improvisus, -a, -um adj",unexpected: ex improviso idiom unexpectedly-1,
"impunitus, -a, -um adj",unpunished-1,
in prep (with abl),"among-6: at-5: in-447: in the amount of-1: into-1: on-46:
under-1: while-1",
in prep (with acc),against-9: as-16: for-9: in (especially with modum)-13: into-62: on-2: onto-4: to-17: towards-7: upon-3,
"inaccessus, -a, -um adj",inaccessible-1,
"inanimo, inanimare, inanimavi, inanimatum vb tr",to encourage-1,
"inane, -is n (n)",void-2,
"inanis, -e adj",empty-2,
"inaquosus, -a, -um adj",without water-1,
"inauditus, -a, -um adj",unheard of-1,
"inauris, -is n (f)",earring-1,
"incandesco, incandescere, incandui, ? vb intr",to grow heated-1,
"incarnatio, -onis (incarnacio) n (f)",Incarnation-3,
"incathedro, -are, incathedravi, incathedratum vb tr",to invest-1,
incassum adv,in vain-1,
"incedo, incedere, incessi, incessum vb tr and intr",to advance-1,
"incendiosus, -a, -um adj",fiery-1,
"incendo, incendere, incendi, incensum vb tr",to set on fire-2,
"incertus, -a, -um adj",uncertain-1,
"incido, incidere, incidi, incasum vb intr",to fall (into)-3,
"incipio, incipere, incepi, inceptum vb tr and intr",to begin-10,
"inclinatio, -onis n (f)",inclination-3,
"inclino, inclinare, inclinavi, inclinatum vb tr and intr",to bend-1,
"includo, includere, inclusi, inclusum vb tr",to include-1,
"inclutus, -a, -um (inclitus, inclytus) adj",renowned-2,
"incoho, -are, incohavi, incohatum (inchoo) vb tr and intr",to begin-6,
"incolatus, -us n (m)",inhabiting-1,
"incolo, incolere, incolui, — vb tr and intr",to inhabit-2,
"incommodum, -i n (n)",ailment-1: problem-1,
"incommutabilis, -e adj",unchangeable-1,
"incrementum, -i n (n)",growth-2,
"increpo, increpare, increpavi, increpatum vb tr and intr",to rebuke-3,
"incrusto, incrustare, incrustavi, incrustatum vb tr",to cover-1,
"incumbo, incumbere, incubui, incubitum vb intr",to lean-1,
"incurro, incurrere, in(cu)curri, incursum vb intr",to incur (with dat)-1: to run into-2,
"incutio, incutere, incussi, incussum vb tr",to instill-1,
inde adv,from there-9,
indecenter adv,unbecomingly-1,
"indecorus, -a, um adj",indecorous-1,
"indeficiens, -entis adj",unfailing-1,
"indem(p)nis, -e adj",unharmed-1,
indesinenter adv,incessantly-1,
"index, -icis n (n)",sign-1,
"indicium, -ii n (n)",indication-3,
"indico, indicare, indicavi, indicatum vb tr",to point out-8,
"indigentia, -ae (indigencia) n (f)",need-1,
"indigeo, indigere, indigui, — vb intr",to need (with gen or abl)-4,
"indignans, -antis adj",indignant-2,
"indignatio, -onis n (f)",indignation-2,
"indignissimus, -a, -um adj superl",most unworthy-1,
35,,
"indignus, -a, -um adj",unworthy-1,
"indiscretus, -a, -um adj",indiscreet-1,
"indo, indere, indedi, indatum vb tr",to put on-1,
"indoctus, -a, -um adj",unlearned-1,
"induco, inducere, induxi, inductum vb tr",to lead (in)-8,
"indulgeo, indulgere, indulsi, indultum vb tr and intr",to grant-2,
induo induere indui indutum vb tr,to clothe-3,
"induro, indurare, induravi, induratum vb tr and intr",to make hard-1,
"industria, -ae n (f)",diligence-1: purpose-1: skill-4,
"inebrio, inebriare, inebriavi, inebriatum vb tr",to intoxicate-2,
"inedia, -ae n (f)",inability to eat-1,
"ineffabilis, -e adj",unspeakable-1,
"ineo, inire, ini(v)i, initum vb intr",(with consilium) to form (a plan)-1: to enter-1,
"inexhaustus, -a, -um adj",inexhaustible-1,
"infans, -antis n (m/f)",child-1,
"infantia, -ae n (f)",infancy-3,
"infantilis, -e adj",infantile-2,
"infantulus, -i n (m)",little baby-3,
"infatigabilis, -e adj",tireless-1,
"infelix, -icis adj",unfortunate-1,
"inferi, -orum n (m)",underworld-1: the dead-1,
"inferior, -ius adj compar",lower-1,
inferius adv compar,below-1,
"infernus, -i n (m)",Hell-8,
"infero, inferre, intuli, illatus vb tr",to bring (onto)  -6,
"infestus, -a, -um adj",dangerous-2,
"inficio, inficere, infeci, infectum vb tr",to infect-1,
"infidelis, -e adj",infidel-1,
"infimus, -a, -um adj superl",lowest-1,
"infinitus, -a, -um adj",infinite-7,
"infirmitas, -atis n (f)",sickness-5,
"infirmior, -ius adj",weaker-1,
"infirmor, infirmari, infirmatus vb intr",to be ill-2,
"infirmus, -a, -um adj",sick-6: weak-1,
"inflammo, inflammare, inflammavi, inflammatum vb tr",to inflame-1,
"inflecto, inflectere, inflexi, inflexum vb tr and intr",to bend-1,
"inflo, inflare, inflavi, inflatum vb tr",to bloat-1: to inflate-1,
"influo, influere, influxi, influxum vb tr",to flow in-1,
"informis, -e adj",ugly-1,
"infortunatior, -ius (infortunacior) adj compar",more unfortunate-1,
infra adv,below-1,
infra prep (with acc),below-2: during-1,
"infundo, infundere, infudi, infusum vb tr",to pour on-1,
"ingenium, -ii n (n)",talent-2: genius-4,
"ingens, -entis adj",huge-3,
"ingenuus, -a, -um adj",freeborn-1,
"ingero, ingerere, ingessi, ingestum vb tr",carry in-1,
"ingredior, ingredi, ingressus vb tr",to enter-8,
"ingressus, -us n (m)",step-1,
"inhabito, inhabitare, inhabitavi, inhabitatum vb tr",to inhabit-1,
"inhaereo, inhaerere, inhaesi, inhaesum vb intr",to cling to (with dat)-1,
"inhio, inhiare, inhiavi, inhiatum vb intr",to desire (with dat)-1,
inibi adv,therein-1,
36,,
"in(i)icio, in(i)icere, inieci, iniectum vb tr",to throw (into/onto)-2: to inject-1,
"inimicus, -i n (n)",enemy-8,
inique adv,wickedly-1,
"iniquus, -a, -um adj",harmful-1: wicked-3,
"initium, -ii n (n)",beginning-1,
"iniuria, -ae n (f)",harm-1: offense-1,
iniuriose adv,wrongfully-1,
"iniustus, -a, -um adj",unjust-2,
"innocens, -entis adj",virtuous-1,
"innocentia, -ae (innocencia) n (f)",innocence-1,
"innotesco, innotescere, innotui, — vb intr",to become known-3,
"innoxius, -a, -um adj",harmless-1,
"innumerabilis, -e adj",innumerable-2,
"innumerus, -a, -um adj",innumerable-1,
"innuo, innuere, innui, innutum vb intr",to nod to-1,
"inob(o)ediens, -entis adj",disobedient-1,
"inopia, -ae n (f)",lack-1: poverty-1,
"inops, -opis adj",helpless-1: poor-1,
"inquam, inquit vb defective",to say-11,
inquantum (in quantum) conj,in as much as-1,
"inquino, inquinare, inquinavi, inquinatum vb tr",to pollute-2,
"inquiro, inquirere, inquisivi, inquisitum vb tr",to investigate-4: to ask-1: to search for-1,
"inquisitio, -onis n (f)",inquiry-2,
"insania, -ae n (f)",insanity-1,
"insanio, insanire, insanivi, insanitum vb intr",to act insanely-1,
"insanus, -a, -um adj",unhealthy-1,
"inscitia, -ae n (f)",ignorance-1,
"inscius, -a, -um adj",unknowing-1,
"insecto, insectare, insectavi, insectatum vb tr",to pursue-1,
"insector, insectari, insectatus vb dep",to pursue-1,
"insequor, insequi, insecutus vb dep",to follow-1: to pursue-3,
"insero, inserere, inserui, insertum vb tr",to insert-2,
"insideo, insidere, insidi, insessum vb tr",to sit on-1,
"insidiae, -arum n (f)",trap-3,
"insidior, insidiari, insidiatus vb dep",to lie in wait-1,
"insigne, -is n (n)",emblem-2,
"insignio, insignire, insignivi, insignitum vb tr",to distinguish-1,
"insignis, -e adj",famous-1,
"insignium, -ii n (n)",emblem-1,
"insisto, insistere, institi, — vb intr",to persevere-1: to pursue-1,
"insolitus, -a, -um adj",unusual-1,
"insono, insonare, insonui, insonitu vb intr",to sound-2,
"inspectio, -onis (inspeccio) n (f)",inspection-1,
"insperatus, -a, -um adj",unsuspecting-1,
"inspicio, inspicere, inspexi, inspectum vb tr",to inspect-2,
"inspiro, inspirare, inspiravi, inspiratum vb tr",to inspire-1,
"instans, -antis adj",eager-1,
"instantia, -ae (instancia) n (f)",insistence-1,
instar prep (with gen),in the image of-1,
"instauro, instaurare, instauravi, instauratum vb tr",to restore-2,
"instigatio, -onis n (f)",instigation-1,
"instillo, instillare, instillavi, instillatum vb tr",to instill-1,
"instituo, instituere, institui, institutum vb tr",to establish-5,
37,,
"instructio, -onis n (f)",instruction-2,
"instrumentum, -i n (n)",equipment-1: instrument-1,
"instruo, instruere, instruxi, instructum vb tr",to instruct-4,
"insula, -ae n (f)",island-10,
"insum inesse, infui, infuturum vb intr",to be in-1,
insuper adv,moreover-6,
"insurgo, insurgere, insurrexi, insurrectum vb tr",to rise up-2,
"intactus, -a, -um adj",untouched-3,
"integer, integra, integrum adj",whole-1,
"integritas, -atis n (f)",wholeness-1,
"intellectus, -us n (m)",intellect-5: sense-1: understanding-4,
"intellegibilis, -e (intelligibilis) adj",intelligible-1,
"intellego, intellegere, intellexi, intellectum (intelligo) vb tr",to understand-11,
"intemporalis, -e adj",atemporal-1,
"intendo, intendere, intendi, intentum vb tr",to intend-4,
"intentio, -onis (intencio) n (f)",intention-3,
intentius adv compar,rather intently-1,
"intentus, -a, -um adj",intent-1,
inter prep (with acc),among-22: between-17,
"intercessio, -onis n (f)",intercession-1,
interdum adv,sometimes-2,
interea adv,meanwhile-6,
"intereo, interire, interi(v)i, interitum vb intr",to die-4,
interesse subst inf,interest-2,
"interficio, interficere, interfeci, interfectum vb tr",to kill-2,
interim adv,meanwhile-2,
"interimo, interimere, interimi, interemptum vb tr",to kill-3,
"interior, -ius adj compar",inner-1: interior-6,
"interitus, -us n (m)",death-2,
interius adv compar,on the inside-2,
"intermissio, -onis n (f)",pause-1,
"interpono, interponere, interposui, interpositum vb tr",to intervene-1,
"interpretatio, -onis n (f)",interpretation-2,
"interpreto, interpretare, interpretavi, interpretatum vb tr",to interpret-2,
"interrogatio, -onis n (f)",question-2,
"interrogo, interrogare, interrogavi, interrogatum vb tr",to ask-10,
"intersum, interesse, interfui, — vb intr",to be between-1: to be of concern-1,
"intervenio, intervenire, interveni, interventum vb intr",to occur-2,
"intimo, intimare, intimavi, intimatum vb tr",to tell-1,
"intimus, -a, -um adj superl",innermost-2: most intimate-2,
intra prep (with acc),inside-2,
intra se idiom,to one’s self-3,
intrinsecus adv,inside-1,
"intro, intrare, intravi, intratum vb tr and intr",to enter-14,
"introduco, introducere, introduxi, introductum vb tr",to bring in-2,
"introeo, introire, introi(v)i, introitum vb intr",to enter-4,
"intromitto, intromittere, intromisi, intromissus vb tr",to send in-2,
"intueor, intui, intuitus vb dep",to look at-10,
intus adv,inside-1,
"inundatio, -onis n (f)",flood-2,
"inutilis, -e adj",useless-2,
"invado, invadere, invasi, invasum vb tr and intr",to attack-4,
"invaletudo, -inis (invalitudo) n (f)",sickness-1,
38,,
"invalidus, -a, -um adj",weak-1,
"invenio, invenire, inveni, inventum vb tr",to find-37,
"investigatio, -onis n (f)",investigation-1,
"investigo, investigare, investigavi, investigatum vb tr",to find out-1: to investigate-1,
invicem adv,each other (used to denote reciprocal use of se)-2,
"invideo, invidere, invidi, invisum vb tr",to envy (with dat)-2,
"invidia, -ae n (f)",envy-3,
"inviolatus, -a, -um adj",inviolate-1,
"invisibilis, -e adj",invisible-1,
"invito, invitare, invitavi, invitatum vb tr",to invite-2,
"invitus, -a, -um adj",unwilling-2,
"invius, -a, -um adj",impassable-1,
"invoco, invocare, invocavi, invocatum vb tr",to invoke-2,
"involvo, involvere, involvi, involutum vb tr",to overwhelm-1: to wrap-1,
"iocus, -i n (m)",sport-1,
"ipse, ipsa, ipsum pron adj demonst","that very, his/her/it/them/self/selves-46",
"ipse, ipsa, ipsum pron demonst","he, she, it, they (self)-86",
"ipse, ipsa, ipsum pron subst for a second relative pron","who, which-1",
"-ipse, -ipsa, -ipsum adj demonst reflexive enclitic",-self-11,
"ira, -ae n (f)",anger-6,
"iracundia, -ae n (f)",anger-1,
"irascor, irasci, iratus vb dep",to be angry-3,
"irreverentia, -ae (irreverencia) n (f)",irreverence-1,
"irrideo, irridere, irrisi, irrisum vb tr",to laugh at-2,
"irrito, irritare, irritavi, irritatum vb tr",to irritate-2,
"irruo, irruere, irrui, irrutum (inruo) vb intr",to rush (against)-3,
"is, ea, id pron adj demonst",that-12,
"is, ea, id pron demonst","he, she, it, they- 409",
"iste, ista, istud adj demonst","that, those (often pejorative)-30",
"iste, ista, istud subst demonst","he, she, it, they-11",
ita adv,such-18: thus-13: so-11,
itaque conj,and so-23,
item adv,(1st position) also-8: likewise-2,
"iter, -ineris n (n)",journey-8: path-3,
iterum adv,again-9,
"iubeo, iubere, iussi, iussum vb tr",to order-9,
"iubilatio, -onis n (f)",jubilation-1,
"iucunditas, -atis (iocunditas) n (f)",charm-1,
"iucundo, -are, iucundavi, iucundatum (iocundo) vb intr",to delight-1,
"iucundus, -a, -um (iocundus) adj",pleasing-2,
"iudex, -icis n (m)",judge-5,
"iudicium, -ii n (n)",judgment-11,
"iudico, iudicare, iudicavi, iudicatum vb tr",to judge-2,
"iugis, -e adj",continual-2,
"iugo, iugare, iugavi, iugatum vb tr",to join-1,
"iugum, -i n (n)",yoke (a pair of animals)-1,
iugiter adv,continuously-2,
"iumentum, -i n (n)",beast of burden-2,
"iunctura, -ae n (f)",joint-1,
"iunior, -ius adj compar",younger-1,
"iuramentum, -i n (n)",oath-1,
"iuro, iurare, iuravi, iuratum vb tr and intr",to swear-3,
"iuror, iurari, iuratus vb dep",to swear-1,
39,,
"ius, iuris n (n)",law-3: right-6: rule-2,
"iusiurandum, -i n (n)",(swearing an) oath-1,
"iussio, -onis n (f)",command-2,
"iussum, -i n (n)",command-2,
"iustitia, -ae (iusticia) n (f)",justice-8,
"iustus, -a, -um adj",just-4,
"iuvencula, -ae n (f)",little girl-1,
"iuvenilis, -e adj",juvenile-1: youthful-2,
"iuvenis, -is n (m)",young man-12,
"†iuventus, -a, -um adj",young-1,
"iuventus, -utis n (f)",youth-1,
"iuvo, iuvare, iuvi, iutum vb tr and intr",to help-3,
"iuvat, iuvare, iuvit, iutum vb imper",it pleases-1,
iuxta adv,equally-1,
iuxta prep (with acc),"near, next to-7: according to-9",
,,
"kalendae, -arum (kal.) n (f)",Kalends-2,
"kosmos, -ou n (m)","??????, -??, ?: order, decoration, world-1",
,,
"labes, -is n (f)",fault-1,
"labium, -ii n (n)",lip-1,
"labor, labi, lapsus vb dep",to slip-3,
"labor, -oris n (m)",effort-9,
"laborerium, -ii n (n)",place of work-1,
"laboro, laborare, laboravi, laboratum vb tr and intr",to labour-10: to suffer-5,
"labyrint(h)us, -i n (m)",labyrinth-1,
"lac, lactis n (n)",milk-1,
"lacero, lacerare, laceravi, laceratum vb tr",to tear-1,
"lacesso, lacessere, lacessivi, lacessitum vb tr",to harass-1,
"lacinia, -ae n (f)",hem-1,
"lacrima, -ae n (f)",tear-2,
"lacrimo, lacrimare, lacrimavi, lacrimatum vb intr",to cry-1,
"lacus, -us n (m)",lake-1,
"laesio, -onis n (f)",harm-1,
"laetitia, -ae n (f)",happiness-4,
"laetor, laetari, laetatus vb dep",to be glad-1,
"l(a)etus, -a, -um adj",happy-7,
"l(a)evus, -a, -um adj",left-1,
"lamentor, lamentari, lamentatus vb dep",to lament-1,
"lamentum, -i n (n)",lament-1,
"langueo, languere, —, — vb intr",to languish-2,
"languidus, -a, -um adj",weak-1,
"languor, -oris n (m)",feebleness-3,
"lapidicina, -ae n (f)",stone quarry-1,
"lapido, lapidare, lapidavi, lapidatum vb tr",to stone-1,
"lapis, -idis n (m)",stone-7,
largiter adv,generously-1,
"largior, largiri, largitus vb dep",to bestow-5,
"lascivia, -ae n (f)",lasciviousness-1,
late adv,wide-1,
"latebra, -ae n (f)",hiding place-1,
"lateo, latere, latui, — vb intr",to hide (acc of hiding from)-3,
"latericius, -a, -um (lateritius) adj",built of brick-1,
40,,
"latior, -ius adj compar",wider-1,
"latito, latitare, latitavi, latitatum vb intr",to hide-1,
"latitudo, -inis n (f)",width-4,
"latratus, -us n (m)",barking-1,
"latrina, -ae n (f)",latrine-1,
"latro, -onis n (m)",robber-6,
"latrocinium, -ii n (n)",robbery-2,
"latrocinor, latrocinari, latrocinatus vb dep",to rob-1,
"latus, -eris n (n)",side-4,
"laudatio, -onis n (f)",praise-1,
"laudo, laudare, laudavi, laudatum vb tr",to praise-2,
"laus, laudis n (f)",praise-11,
"lavacrum, -i n (m)",bath-1,
"lavo, lavare, lavi, lotum vb tr",to wash-5,
"lectio, -onis n (f)",reading-3,
"lector, -oris n (m)",lector-2: reader-2,
"lectulus, -i n (m)",bed-4,
"lectus, -i n (m)",bed-8,
"legalis, -e adj",legal-1,
legaliter adv,legally-1,
"legatio, -onis n (f)",mission-1,
"legatus, - i n (m)",commander-1: legate-3,
"legenda, -ae n (f)",legend-1,
"legio, -onis n (f)",legion-3,
"legislator, -oris n (m)",legislator-1,
"legit(t)imus, -a, -um adj",legitimate-2,
"lego, legare, legavi, legatum vb tr",to bequeath-3,
"lego, legere, legi, lectum vb tr",to read-17,
"lenio, lenire, leni(v)i, lenitum vb tr and intr",to soften-1,
"lenitas, -atis n (f)",softness-1,
leniter adv,gently-1,
"leo, -onis n (m)",lion-4,
"lepra, -ae n (f)",leprosy-1,
"leprosus, -a, -um adj",leprous-2,
"leprosus, -i n (m)",leper-6,
"leuca, -ae (leuva) n (f)",a mile and a half-1,
"levis, -e adj",light-2: fickle-1,
"levita, -ae n (m)",deacon-1,
"levitas, -atis n (f)",fickleness-1,
leviter adv,lightly-1,
"levo, levare, levavi, levatum vb tr",to lift-4,
"lex, legis n (f)",law-16: the Law (i.e. the Pentateuch)-2,
"libellus, -i n (m)",little book-6,
"libens, -entis adj",willing -1,
libenter adv,willingly-1,
"liber, libera, liberum adj",free-1,
"liber, liberi n (m)",child-3,
"liber, libri n (m)",book-37,
"liberalis, -e adj",liberal-2: honourable-1,
libere adv,freely-1,
"libero, liberare, liberavi, liberatum vb tr",to free-8,
"libertas, -atis n (f)",liberty-2,
"libet, libere, libuit, libitum vb intr and impers",it pleases-1,
41,,
"libitus, -us n (m)",pleasure-2,
"libra, -ae n (f)",pound-1,
licenter adv,boldly-1,
"licentia, -ae (licencia) n (f)",license-1,
licet conj (with subjunctive vb),although-6,
"licet, licere, licuit, licitum vb intr and impers",it is allowed-3,
licite adv,lawfully-3,
"lignum, -i n (n)",beam-2: the Cross-1: tree-7,
"lilium, -ii n (n)",lily-3,
"limen, -inis n (n)",house-1,
"limes, -itis n (m)",path-1,
"linea, -ae n (f)",line-8,
"lineus, -a, -um adj",linen-1,
"lingua, -ae n (f)",language-8: tongue-1,
"linquo, linquere, liqui, lictum vb tr",to leave behind-1,
"liquor, -oris n (m)",liquid-1,
"lis, litis n (f)",lawsuit-1,
"lit(t)era, -ae n (f)",letter-13,
"litteratus, -a, -um adj",literate-2,
"litus, -oris n (n)",shore-2,
"localis, -e adj",of place-2,
"locus, -i n (m/n)",place-39,
"locutio, -onis n (f)",speech-2,
"logicum, -i n (n)",logic-1,
longe adv,(by) far-17,
"longinquus, -a, -um adj",far away-1,
"longior, -ius adj compar",longer-1,
longissime adv superl,farthest-1,
"longissimus, -a, -um adj superl",longest-1,
"longitudo, -inis n (f)",length-2,
longius adv compar,longer-1,
"longus, -a, -um adj",long-8,
"loquela, -ae n (f)",speech-1,
"loquor, loqui, locutus vb dep",to speak-24,
"lubricus, -a, -um adj",slippery-1,
"luceo, lucere, luxi, — vb intr",to shine-2,
lucide adv,clearly-1,
"lucror, lucrari, lucratus vb dep",to gain-1,
"lucrum, -i n (n)",profit-2,
"lucta, -ae n (f)",wrestling-1,
"luctamen, -inis n (n)",exertion-1,
"luctus, -us n (m)",lamentation-1,
"ludo, ludere, lusi, lusum vb tr and intr",to play-2,
"ludus, -i n (m)",game-1,
"lugeo, lugere, luxi, luctum vb tr and intr",to lament-1,
"lumbus, -i n (m)",loin-2,
"lumen, -inis n (n)",eye-1: light-5,
"luminare, -is n (n)",heavenly body-1,
"luna, -ae n (f)",moon-14,
"lunaris, -e adj",lunar-2,
"luo, luere, ?, ? vb tr",to wash-1,
"luo, luere, lui, lutum vb tr",to suffer (punishment)-1,
"lupus, -i n (m)",wolf-6,
42,,
"lustrum, -i n (n)",lair-1,
"lutulentus, -a, -um adj",muddy-2,
"lutum, -i n (n)",mud-2,
"lux, lucis n (f)",light-8,
"luxuria, -ae n (f)",lust-1,
"luxuriosus, -a, -um adj",lustful-2,
,,
"macer, macra, macrum adj",thin-1,
"maceria, -ae n (f)",wall-1,
"machina, -ae n (f)",machine-1,
"macies, -iei n (f)",thinness-1,
"macto, mactare, mactavi, mactatum vb tr",to honour-1,
"macula, -ae n (f)",spot-3,
"maculo, maculare, maculavi, maculatum vb tr",to pollute-1,
"maereo, maerere, ?, ? vb tr and intr",to grieve-1,
"maestus, -a, -um (moestus) adj",sad-1,
"magicus, -a, -um adj",magical-1,
magis adv,more-14: rather-2,
"magister, magistri n (m)",teacher-5: master-3,
"magistra, -ae n (f)",teacher-1,
magistraliter adv,magisterially-1,
"magnale, -is n (n)",great deed-3,
"magnifico, magnificare, magnificavi, magnificatum vb tr",to esteem-1,
"magnitudo, -inis n (f)",size-7,
magnopere adv,greatly-1,
"magnus, -a, -um adj",great-44,
"magus, -i n (m)",magician-2: Magi-3,
"maiestas, -atis n (f)",majesty-2,
"maior, maius adj compar",greater-17,
"maiores, -um n (m)",ancestors-1: leaders-1,
male adv,badly-2,
"maledico, maledicere, maledixi, maledictum vb tr and intr",to curse-2,
"maledictio, -onis n (f)",curse-1,
"maledictum, -i n (f)",curse-1,
"malefactum, -i n (n)",wicked deed-1,
"malevolentia, -ae (malivolentia) n (f)",ill will-1,
"malignitas, -atis n (f)",spite-1,
"malignus, -a, -um adj",spiteful-3,
"malitia, -ae n (f)",wickedness-1,
"malo, malle, malui, — vb tr",to prefer-1,
"malus, -a, -um adj",evil-17,
"mandatum, -i n (n)",command-8,
"mando, mandare, mandavi, mandatum vb tr",to command-4,
"mandualudus, -i n (m)",guardian-1,
"manduco, manducare, manducavi, manducatum vb tr",to eat-3,
mane adv,in the morning-4,
"maneo, manere, mansi, mansum vb tr and intr",to remain-9,
"manifestatio, -onis n (f)",manifestation-1,
manifeste adv,clearly-2,
manifestius adv compar,quite clearly-1,
"manifesto, manifestare, manifestavi, manifestatum vb tr",to reveal-4,
"manifestus, -a, -um adj",clear-1,
"mansuesco, -ere, mansuevi, mansuetum vb tr and intr",to grow mild-1,
43,,
"mansuetus, -a, -um adj",gentle-2,
"manus, -us n (f)",(armed) band-2: hand-30,
"manuteneo, manutenere, manutenui, manutentum vb tr",to maintain-1,
"manutergium, -i n (n)",napkin-1,
"marceo, marcere, ?, ? vb intr",to wither-1,
"marcesco, marcescere, marcui, ? vb intr",to wither-1,
"mare, -is n (n)",sea-19,
"margo, -inis n (f)",margin-2,
"maritus, -i n (m)",husband-3,
"marmor, -oris n (n)",marble-2,
"marmoreus, -a, -um adj",of marble-2,
"mars, martis n (m)",Mars/war-1,
"martyr, -yris n (m/f)",martyr-10,
"martyrium, -i n (n)",martyrdom-3,
"masculus, -a, -um adj",male-1,
"mater, matris n (m)",mother-10,
"maternus, -a, -um adj",mother’s-1,
"matrimonium, -ii n (n)",marriage-2,
"matrona, -ae n (f)",matron-2,
"maturus, -a, -um adj",mature-1,
maxime adv superl,especially-5,
"maximus, -a, -um adj superl",greatest-13,
"mechanicus, -a, -um adj",mechanic-1,
"medeor, mederi, — vb dep",to heal-1,
"medicabilis, -e adj",curing-1,
"medicamen, -inis n (n)",medicine-1,
"medicina, -ae n (f)",medicine-1,
"medicinalis, -e adj",medicinal-2,
"medicus, -i n (m)",physician-2,
medidies n (m),middle of the day (grammatical explanation of meridies)-1,
"medio, mediare, mediavi, mediatum vb intr",to come between-1,
"mediocris, -e adj",average-1,
"mediocritas, -atis n (f)",meagreness-1,
"meditatio, -onis n (f)",contemplation-1,
"medius, -a, -um adj",middle (of)-4: half-2,
"melior, -ius adj compar",better-10,
melius adv compar,better-3,
"membrum, -i n (n)",limb-6,
"memini, meminisse, — vb defective",to remember (with gen)-3,
"memor, -oris adj",mindful (with gen)-1,
"memoria, -ae n (f)",memory-3,
"memoro, memorare, memoravi, memoratum vb tr",to mention-2: to remember-1,
"mendax, -acis adj",lying-3,
"mendacium, -ii n (n)",lie-4,
"mendico, mendicare, mendicavi, mendicatum vb tr",to beg-3,
"mendicus, -i n (m)",beggar-1,
"mene, -is n (m)","???, ?, ?????: month-2",
"mens, mentis n (f)",mind-16,
"mensa, -ae n (f)",table-4: meal-2,
"mensis, -is n (m)",month-16,
"mensura, -ae n (f)",measure-4,
"mensuro, mensurare, mensuravi, mensuratum vb tr",to measure-1,
"mentior, mentiri, mentitus vb dep",to (tell a) lie-2,
44,,
"mercemonium, -ii n (n)",merchandise-1,
"mercenarius, -ii n (m)",hired worker-2,
"merces, -edis n (f)",payment-4,
"mereo, merere, merui, meritum vb tr",to merit-1,
"mereor, mereri, meritus vb dep",to merit-4,
"meretrix, -icis n (f)",prostitute-2,
"mergo, mergere, mersi, mersum vb tr",to drown-4,
"meridies, meridiei n (f)",South-4,
merito adv,rightly-3,
"meritum, -i n (n)",merit-7,
"merum, -i n (n)",(unmixed) wine-1,
"merx, mercis n (f)",merchandise-2,
-met enclitic emphatic particle,"-self, -selves-11",
"metallum, -i n (n)",metal-1,
"metior, metiri, mensus vb dep",to measure-2,
"metricus, -a, -um adj",metrical-1,
"metropolis, -is n (f)",metropolis-2,
"metropoliticus, -a, -um adj",metropolitan-1,
"metrum, -i n (n)",metre-1,
"metuo, metuere, metui, ? vb tr and intr",to fear-4,
"meus, -a, -um poss adj (1st pers sing)",my-73,
"mico, micare, micui, ? vb intr",to glitter-1,
